fname,summary
test_247,크리스마스 시즌에 쇼핑센터 장난감 부서에서 일하는 고충털어놓음.
test_248,"Bill이 Sue에게 케이크를 제안했으나, Sue는 다이어트 중이 아니라 알레르기 때문에 거절함. Bill은 Sue를 위해 스프를 가져다주기로 함."
test_249,"직원이 고객에게 여름 의류 세일 정보를 제공하고, 어울리는 옷을 추천하여 판매함."
test_250,고객이 예약 취소된 티켓을 재발급 요청함.
test_251,"두 사람이 부활절 가족 모임에 대해 이야기함. 교회 예배 후 뷔페식 점심을 먹고, 어른들은 아이들을 집에 남겨둠."
test_252,"Tom이 Mary에게 아들의 나쁜 습관에 대해 걱정하고, Mary가 애정, 인내심, 존중으로 대하고 좋은 행동에 보상을 주라고 조언함."
test_253,두 친구가 친구의 결혼과 총각 파티에 대해 이야기하며 장난스럽게 논쟁함.
test_254,직원이 투표용지 수령 방법을 모르는 고객에게 도움을 제공함.
test_255,두 동료가 회사 인원 감축에 대해 걱정하며 누가 잘릴지 추측함.
test_256,"두 사람이 중국 드라마 '중국식 이혼'과 현대 결혼에 대해 이야기함. 그들은 결혼과 이혼에 대한 젊은 세대의 태도와 인식에 대해 논의하며, 결혼의 중요성과 진지함에 대해 의견을 나눔."
test_257,"Judy가 여행 예산에 대해 논의함. 교통비와 호텔비가 주요 비용이며, 저렴한 숙소를 선택하여 예산을 절감할 계획임."
test_258,메리가 제로드와 파리에서 결혼했다고 전함. 놀라워함.
test_259,"Tom이 지갑을 잃어버린 Mary에게 50달러를 빌려주고, 함께 쇼핑과 주유소에 가기로 함."
test_260,두 친구가 주요 공급업체 두 곳의 합병 소식에 대해 논의함.
test_261,"Tom이 새 조수를 칭찬하자, 조는 그녀의 태도에 대해 불만을 표현함."
test_262,"Sarah가 회의에서 제안이 받아들여지지 않아 속상해하고, Tom이 짧고 간결하게 의견을 전달하는 방법을 조언함."
test_263,"두 사람이 이슬람의 하즈 순례에 대해 이야기하며, 다른 신앙의 순례와 비교함."
test_264,Ted가 Mike에게 Jenny에게 데이트 신청할지 고민 중이라고 털어놓음. Mike은 Ted에게 용기를 내어 감정을 표현하라고 격려함.
test_265,"화가 날 때 진정하고 음악 듣기, 운동하기를 추천함."
test_266,"아버지가 딸에게 뉴질랜드에 있는 가족(삼촌 Bill, 그의 아내, 딸들 Sarah와 Jane)에 대해 설명함. 그들은 내년에 유럽 여행 중 방문할 계획임."
test_267,동료가 Stuart 씨의 도시 마라톤 우승을 축하함.
test_268,"미국인 손님이 면세점에서 직원에게 선물 추천을 요청하고, 아이들을 위한 스니커즈와 아내를 위한 향수를 구매함."
test_269,"영국으로 전화하는 데 로밍 요금 문제를 제기하자, 가 현지 SIM 카드 사용을 제안하고 비용 정보를 제공함."
test_270,Mr. Brown이 후보자에게 급여와 근무 조건을 제안함.
test_271,두 친구가 생일 파티 참석과 개인 성격에 대해 대화함.
test_272,"부동산 중개이 파사디나나 아카디아에서 3개 침실, 2개 화장실, 전망이 좋은 중간 크기의 집을 ABC 학군 내에서 찾아주기로 함."
test_273,"고객이 결정을 보류하고, 직원이 샘플을 두고 다음 주에 연락하기로 함."
test_274,대화자가 PHS에서 페어 오크스와 오렌지 그로브에 있는 Sons까지 가는 방법을 직원에게 문의함. 직원은 268번과 261번 버스를 두 번 타야 한다고 설명함.
test_275,Mr. Lee가 Mrs. Word에게 집까지 태워다 주겠다고 제안하고 우산을 들어주며 대화를 나눔.
test_276,"의사가 환자에게 어깨 엑스레이를 권장하고, 밤새 병원에서 관찰을 제안함."
test_277,IBA 고객 서비스의 설리가 관광객의 분실된 국제 신용카드 문제를 해결하기로 함.
test_278,"한 사람이 낮잠을 자기로 하고, 다른 사람이 한 시간 후에 깨워줄지 물어봄. 상대방은 괜찮다고 하고, 6시에 저녁 준비할 계획임."
test_279,"종업원이 손님에게 메뉴 선택, 자리 안내, 추가 요청에 대한 서비스를 제공함."
test_280,두 친구가 식당에서 식사 준비함.
test_281,요청으로 Stanley를 위해 엘비스 노래를 틀기로 함.
test_282,두 사람이 DVD 산업이 영화관에 미치는 영향과 영화관의 미래 개념에 대해 논의함.
test_283,두 친구가 봄에 어울리는 드레스를 고르기로 함.
test_284,"아버지가 아들 Joshua에게 잊었던 용돈을 지급하기로 함. Joshua는 저축, 기부, 책 구매에 사용할 계획임."
test_285,"두 친구가 Mike의 생일 파티 초대장을 받고, 가 시간 확인을 위해 Mike에게 연락하기로 함. 차로 파티에 가자고 제안하고, 는 함께 가기로 함."
test_286,고객이 직원에게 소포 발송과 관련된 우편 서비스를 문의함.
test_287,"두 사람이 원촨 지진에 대해 이야기하며, 인명 피해의 중요성과 인류애를 강조함."
test_288,"두 사람이 장마철 날씨에 대해 이야기하며, 따뜻한 날씨를 기대함."
test_289,두 친구가 배구 경기 후 올림픽 기념품 가게를 방문하여 선물을 구매하기로 함.
test_290,고객이 직원에게 알루미늄 팬과 뚜껑을 구매함.
test_291,두 동료가 퇴근 후 함께 차를 타고 가기로 함.
test_292,"Mr. Becker에게 연방 정부 업무에 대해 질문함. Mr. Becker는 워싱턴의 공무원 생활이 보람 있고 안정적이며, 급여도 민간 업계와 비슷하다고 설명함. 관료들의 직업 윤리에 대해 오해했음을 깨닫고, Mr. Becker는 대다수의 연방 직원들이 정직하고 성실하다고 강조함."
test_293,"Tom이 Pete에게 Henry를 소개하고, 세 사람이 저녁 식사와 바 거리 방문 계획을 세움. Pete와 Henry는 뉴욕 출신으로 공통점을 발견함."
test_294,Mr. Jones가 Julie에게 그녀의 부재에 대해 물어봄. Julie는 식중독으로 인해 아팠다고 설명함. 지금은 회복 중이며 수업 자료를 통해 따라갈 계획임.
test_295,"엄마가 Mike에게 친구들을 위한 준비 도움을 요청함. Mike는 음료수와 과일 구매, 커피 만들기를 맡기로 함."
test_296,"Tom이 Mary를 베를린에 환영하며, 긴 버스 여행 후 지친 Mary에게 건강과 환경 사균형을 언급함."
test_297,직원이 상사에게 해당 업무에 대한 관심과 능력을 표현함.
test_298,Tom이 Mary에게 책을 돌려주기 위해 카페에서 만나기로 함.
test_299,Peter가 정원에 물을 주려 했으나 비가 와서 차 마시기로 함.
test_300,"Ken이 돌아오는 대로 긴급 회의 일정을 잡으라고 지시함. 오늘 Ken이 돌아오지 않을 것 같다고 하자, 는 그래도 진행하라고 하며 Ken에게 설명하겠다고 함."
test_301,직원이 고객의 편지 우표 구매를 도와줌.
test_302,"의사가 Mr. Smith에게 항생제와 크림 처방을 내리고, 진료소 4층 약국에서 할인받도록 안내함."
test_303,"직원이 중국 공예품 구매를 원하는 고객에게 종이 공예품, 자수, 바틱을 추천함."
test_304,두 사람이 에펠탑에 대해 이야기함.
test_305,대화자가 Brian에게 영어 능력 및 미국 체류 경험에 대해 질문함.
test_306,한 친구가 다른 친구의 지각에 대해 걱정하는 상황.
test_307,계획에 따른 진행의 위험성을 경고함.
test_308,"두 사람이 John과 그녀의 관계에 대해 이야기하며, 그들이 잘 어울리고 최고의 커플이라고 언급함."
test_309,"두 사람이 런던의 역사적 장소와 인물들에 대해 이야기함. 넬슨 기념탑, 웨스트민스터 사원, 보우디카 동상, 엘리자베스 1세, 마가렛 대처, 런던 타워, 왕관 보석, 마담 투소 밀랍 인형 박물관 등을 언급함."
test_310,"친구들이 학업과 관심사에 대해 대화함. Tom이 과학을 좋아한다고 하자, Mary가 의외라고 반응함. Tom은 과학에 흥미가 있으며, 이를 통해 주변 세계를 더 잘 이해할 수 있다고 설명함. Mary는 Tom의 부모님도 기뻐하실 거라고 말함. Tom은 자신이 영리하다고 주장하며 대화함."
test_311,"베이비 샤워에서 Tom이 선물을 받고, Mary가 양수가 터져 병원에 감."
test_312,아들이 중국 관광을 제안했으나 엄마가 바빠서 같이 가지 못함.
test_313,"Tim과 Karren이 즐거운 대화를 나누고, 앞으로 만날 것을 기대함."
test_314,"두 친구가 Michael의 새 오토바이에 대해 이야기하며, 한 명은 자전거를 사고 싶다고 함."
test_315,"대화자는 중국어, 영어, 프랑스어를 구사할 수 있으며, 영어는 대화 수준 이상, 프랑스어는 간단한 대화 가능. 영어권 사람들과 대화 가능하며, 일반 사무 작업에 충분한 영어 실력 보유."
test_316,타일러의 여동생이 앤디의 전화 메시지를 전달하기로 함.
test_317,"고객이 비행기 취소로 인해 불편을 겪자, 직원이 내일 비행기를 50% 할인된 가격으로 예약해 줌."
test_318,두 동료가 버거 퀸에서 치즈버거와 밀크셰이크를 먹기로 함.
test_319,직원: 승객의 짐이 초과 중량으로 추가 요금과 취급 주의 라벨이 필요함.
test_320,탄산음료 대신 물을 마시라고 권유함.
test_321,"AB 회사의 Wang Miao가 매니저 Liang의 사무실에 전화하여 CEO Mr. Green의 내일 일정 변경을 알리고 사과를 전달함. Mr. Green은 급한 일로 오늘 해외로 가야 하며, Mr. Liang이 돌아오면 다시 약속을 잡을 예정임."
test_322,고객이 직원에게 구두 사이즈를 문의하고 구매함.
test_323,Tom이 Mary에게 저녁 식사를 제안함.
test_324,"Marty가 고객과 피자 주문 상담함. 고객은 페퍼로니, 올리브, 추가 치즈 피자를 중간 크기로 주문하려다가 해산물 피자로 변경하고 얇은 도우로 요청함. 최종 금액은 할인 후 $21.50이며, 30분 이내 도착 시 무료 제공됨."
test_325,"손님이 웨이터에게 새우 칵테일, 계란 수프, 스테이크, 양파, 블랙커피, 미네랄 워터를 주문함."
test_326,직원이 고객에게 집의 구조와 시설을 설명함.
test_327,고객이 개인 스테레오의 스크래치와 소음 문제로 교환을 요청함.
test_328,Tom이 Mary에게 기숙사 보증금 납부와 교외 거주 가능성에 대해 논의함.
test_329,"두 사람이 중고 서점에서 책에 대해 이야기하며, 한 책은 앞 표지에 1893년 날짜의 메모가 있어 가치가 있을지도 모른다고 생각함. 다른 책은 75센트에 판매 중."
test_330,손님이 베이징 맛집에서 20분 뒤의 음식 주문을 요청함.
test_331,고객이 직원에게 편지와 소포 발송 방법을 문의함.
test_332,Tom이 Sally와 John에게 편지를 보내 1월 방문을 환영하고 역에서 마중 나갈 것을 제안함.
test_333,두 사람이 컴퓨터 사용의 어려움에 대해 공감함.
test_334,두 사람이 날씨에 대해 이야기하고 소풍을 계획함. 일기예보에 대한 의견 차이에도 불구하고 소풍을 가기로 결정함.
test_335,참고 자료 데스크 직원이 컴퓨터 일반 정보를 찾는 이용자에게 관련 잡지를 안내함.
test_336,"프렌치 가든 레스토랑에서 손님이 혼자 식사하며 참치 샌드위치와 야채 수프, 물을 주문함."
test_337,"손님이 식당에서 레모네이드, 바비큐 윙, 베이비백 립스를 주문함."
test_338,"직원이 손님에게 물과 커피를 식사와 함께 제공하고, 디저트는 나중에 주문할 수 있도록 함."
test_339,"두 친구가 Eric의 데이트 제안, 복권 당첨, 결혼 발표에 대한 상상을 나누며 농담함."
test_340,새로 입양한 강아지 사진을 자랑함.
test_341,"엄마와 딸이 친구의 자전거 자랑, 교통 문제, 그리고 해결책으로 자동차와 비행기를 이야기함."
test_342,고객이 직원에게 유행 치마를 추천받고 구매를 고려함.
test_343,대화자들이 도시의 역사와 성장에 대해 이야기함.
test_344,"두 사람이 환경 문제에 대해 논의하며, 대기 오염, 열대우림 파괴, 사막화, 그리고 환경 보호 조직 가입에 대해 이야기함."
test_345,"Tom이 16세 소녀로 위장해 온라인에서 친구를 사귀고, 그 친구와 만나기로 함. 친구는 걱정하며 조언을 구함."
test_346,"엄마와 아들이 시카고에서의 실습에 대해 이야기함. 아들은 새로운 경험을 기대하고, 엄마는 아들의 성공을 기원함."
test_347,고객이 직원에게 토요타 카롤라 은색을 3일간 렌트함.
test_348,"뉴욕 여행 계획상담함. 유엔 본부 방문과 브로드웨이 공연 관람을 추천하고, 콜럼비아 대학교와 뉴욕 대학교를 명문으로 소개함. 또한, 도시 지도를 제공하고 관광 안내소를 추천함."
test_349,"손님이 사진사에게 필름 현상 요청함. 사진사는 6시간 소요를 알려주고, 손님은 다음날 방문하기로 함."
test_350,직원이 고객에게 항공편 지연 사유와 현재 상황을 설명함.
test_351,"고객이 직원에게 북경대학의 위치와 가는 방법을 물어보고, 직원이 경찰관에게 물어보라고 안내함."
test_352,"두 사람이 신문 내용, 날씨, 최근 사건, 스포츠 경기 결과에 대해 대화함."
test_353,두 친구가 컴퓨터 게임에 대해 토론함.
test_354,두 친구가 저녁 후 맥주 대신 체육관에서 운동하고 친구들과 탁구를 치기로 함. 친구들이 동의하면 춤추러 가기로 계획함.
test_355,두 친구가 식당에서 닭발과 하우스 레드 와인을 주문함.
test_356,"가이드 경험에 대해 묻고, 가 일부 경험을 공유함."
test_357,직원이 Jack의 예약을 확인하고 양식 작성을 요청함.
test_358,"질은 마크에게 그가 결근한 이유를 묻고, 사무실 소식을 전함. 마크는 숙취로 결근했다고 설명하고, 질은 빌의 부인 출산 소식을 전함. 둘은 내일 축하 계획을 세움."
test_359,극장 방문을 제안했으나의 남편 때문에 거절함.
test_360,"두 친구가 핫도그와 맥주를 먹으며 야구 경기를 관람하고, Cal Ripken의 홈런으로 볼티모어가 이기는 것을 보며 야구의 매력을 즐김."
test_361,"가를 도와준 후, 가 감사의 말을 전함."
test_362,"대화에서는 자국의 천연자원 수출(구리, 석탄)과 수입(석유, 철, 알루미늄)에 대해 설명하고, 최근 귀석 매장량 발견과 정부의 천연자원 활용 계획을 공유함. 정부의 인프라 투자를 제안하고, 는 장기 프로젝트에 투자의 중요성을 강조함."
test_363,"미술 애호가가 미술에 관심이 적국립 미술관의 그리스와 로마 조각 전시회 관람을 제안하고, 는 함께 가기로 함. 두 사람은 12시 30분에 버스 정류장에서 만나기로 함."
test_364,고객이 직원에게 책 반납 및 비디오 대출 요청함.
test_365,한 동료가 다른 동료에게 볼링 게임 방법을 설명함.
test_366,고객이 은행 직원에게 은행-증권사 간 이체 서비스와 주식 투자자 혜택에 대해 문의함. 직원은 서비스 가능성과 전화/인터넷 상담 옵션을 설명함.
test_367,"손님이 체크아웃 후 짐 보관을 요청하고, 직원은 보증금을 요구함."
test_368,종업원이 세 명의 손님에게 뷔페 요금과 이용 방법을 안내함.
test_369,직원이 해외 유학 대출에 대해 고객에게 상세히 설명함.
test_370,직원이 손님에게 영어 노래 책이 있다고 알려줌.
test_371,"상사가 지원자에게 신문사 지원 동기를 묻고, 지원자는 글쓰기 경력과 현재 집필 중인 소설에 대해 설명함."
test_372,"두 친구가 잭의 인터뷰 결과를 직접 물어보기 위해 회사에 이메일을 보내기로 함. 간단하고 예의 바른 이메일을 쓰기로 하며, 답장을 주의 깊게 확인하기로 함."
test_373,집을 방문하며 마당과 옥수수 귀에 대해 대화함.
test_374,고객이 호텔에서 체크아웃 후 짐 보관을 문의함. 직원은 보증금을 요구하며 시간 제약을 상기시킴.
test_375,Tom이 Mary에게 저녁 식사를 제안함.
test_376,"두 학생이 새 실험실 건물 건설 가능성에 대해 논의함. 재정적 문제로 인해 지연될 수 있으나, 교장 선생님이 지역 정부에 도움을 요청할 것으로 기대함."
test_377,"Tom과 Mary가 신용카드 사용에 대해 이야기하며, 편리함과 함께 책임감 있는 사용을 강조함."
test_378,Mr. Smith가 산간 지역 마을 방문을 선택함. 내일 아침 6시에 출발하여 점심 후 돌아올 계획임.
test_379,"스트레스를 풀기 위해 오이를 먹고 쉬며, 치어리더가 되고 싶었지만 아이를 키우며 꿈을 포기해야 했다고 언급함. 딸을 키우며 가장 좋았던 점은 아순수함과 사랑이라고 하며, 미래 계획은 변호사가 되고 유타를 떠나는 것임. 미래 목표는 고등학교 졸업, 결혼, 모델 일 재개, 가족 전통 유지 등임. 가장 좋아하는 명언은 ""어둠 속에서 일어난 일은 결국 빛 속에서 드러날 것""이며, 10대들에게 서두르지 말고 어린 시절을 즐기며 스스로 결정을 내리라고 조언함."
test_380,"두 친구가 우표 수집에 대해 이야기하며, 최초의 우표와 그 가치에 대해 논의함."
test_381,"녹색 제품 회사 매니저 Tom이 자신의 사업 시작 계기, 자금 조달, 녹색 생활 방식, 그리고 초기 실수와 협력 전환에 대해 설명함."
test_382,"북런던에서 40대 남성의 사망 사건이 살인으로 조사 중. 경찰은 새벽 1시 30분부터 2시 15분까지 네즈든 레인 근처에서 발생한 사건으로 추정하며, 술집 레벨 원 클럽 직원과 미니캡 기사들을 조사할 계획임."
test_383,Sherry가 Bob에게 퀘벡 주 방문 계획을 공유함.
test_384,Tom과 Jane이 학생 센터에서 저녁을 먹고 각자 할 일을 하기로 함.
test_385,"허리 통증에 대해 걱정하고, 가 약 복용을 상기시킴."
test_386,새 컴퓨터 구매를 위해 200위안을 빌림.
test_387,글씨 연습에 대한 친구들의 격려 대화.
test_388,"한 사람이 다른 사람에게 속눈썹 컬러 사용에 대해 걱정하고, 다른 사람은 겁쟁이라고 놀림."
test_389,"고객이 주말 운전 강좌에 대해 문의하고, 직원은 주말 코스 세부 사항을 설명함."
test_390,피아노 선생님 소개를 부탁함.
test_391,"면접관이 지원자의 강점과 약점을 평가하고, 지원자는 도전을 기대하며 긍정적인 태도를 보임."
test_392,George가 Stephanie에게 아픈 상태로 마감인 보고서를 제출하기 위해 상사에게 제출 기한 연장을 요청하라고 제안함.
test_393,"David가 시골 호텔에서 크리스마스를 보내며 스케이트를 타자고 제안했으나, 는 파티에 가고 싶어 지루함을 느낌."
test_394,"Bob과는 지난 주말 활동을 공유하고, 이번 주말에 테니스 경기를 약속함."
test_395,"50달러를 빌림. 는가 직업이 없음에도 불구하고 빌려주기로 하며, 의 행운을 기원함."
test_396,"식당 직원이 드레스 코드 준수를 요청하고, 손님이 대여 서비스 부재로 인해 회의 시간을 9시 30분으로 연기함."
test_397,"휴양 캠프 참가자들이 처음에는 적응에 어려움을 겪었지만, 다양한 활동과 흥미로운 투어를 통해 마지막에는 즐거운 시간을 보내고 내년 재회를 약속함."
test_398,아빠가 딸에게 사업 계획과 컴퓨터 프로그래밍 수업 의사를 밝힘. 딸은 가족 사업 참여 의사를 표현함.
test_399,클락 교수가 학생 칼리나의 사고와 결석에 대해 대화함.
test_400,세입자가 집주과 수리 비용 문제로 분쟁 중. 집주인은 비용을 부담하지 않겠다고 함.
test_401,손님이 터너 인테리어에서 L/C 수령하러 방문함. 간단한 서명 후 완료됨.
test_402,Charlie가 지갑을 잃어버려 Myrdal이 함께 핫도그 가판대로 돌아가기로 함.
test_403,두 친구가 설거지 번갈아 가며 하기로 합의함.
test_404,두 사람이 관계의 미래에 대해 이야기하고 서로의 사랑을 확인함.
test_405,"두 사람이 정부의 사회 문제, 특히 실업 문제에 대해 논의함."
test_406,Tom이 가면무도회 의상 쇼핑을 Mary에게 부탁함. 다음 주 토요일 10시에 쇼핑센터에서 만나기로 함. 파티는 사무실 여자 동료가 주최하며 컨트리 테마임.
test_407,Tom과 Mary가 베이징 나이트클럽에서 춤을 추며 즐거운 시간을 보냄.
test_408,"농장 운영의 꿈을 공유하고, 가 지원을 약속함."
test_409,손님이 바텐더에게 음료와 에피타이저 주문함.
test_410,"Mary가 Ann과 해변 여행 취소로 인한 다툼을 Tom에게 털어놓음. Tom은 사소한 일로 우정을 방해하지 말라고 조언하며, Mary는 화해할 계획을 밝힘."
test_411,"손님이 직원에게 담배와 기념품 구매처, 화장실 위치를 물어봄."
test_412,두 사람이 'Fast Food Nation' 영화와 미국의 패스트푸드 문화에 대해 논의함.
test_413,"버스 운전사가 승객에게 자리 이동과 요금 지불을 요청하고, 목적지에 대한 정보를 제공함."
test_414,"9-11 테러 공격 당시, 는 뉴욕의 부모님 댁에 있었고, 는 베이징에 있었다. 삼촌은 세계 무역 센터에서 일했으나, 대피하지 못해 사망했다. 두 사람은 테러의 끔찍함과 그 영향에 대해 이야기했다."
test_415,Karl과 Chuck이 이웃으로 인사함. Karl은 더 조용하고 넓은 공간을 위해 미네소타로 이사했다고 설명함.
test_416,"손님이 삶은 달걀 완숙, 진하게 구운 토스트, 오렌지 주스를 나중에 받기로 함."
test_417,"Steven과 그의 파트너가 잠자리에 들기 전 가계부 정리를 논의하고, Steven은 지하실 문을 닫기로 함."
test_418,Jane에게 다음 주 월요일 오후 3시에 만나서 아이디어를 논의하자고 제안함. Jane은 동의하고 일정을 기록하기로 함.
test_419,직원이 고객에게 5주년 기념일에 여자친구에게 줄 선물을 추천함. 고객은 결국 프로포즈를 결심하고 약혼반지를 선택하기로 함.
test_420,고객이 Ford Pinto를 교환하고 Ford Focus를 구매하기로 함.
test_421,애플 주식회사가 Ballam 씨에게 컴퓨터 엔지니어 직책 제안 및 급여 협상 후 채용 확정함.
test_422,"그룹 회사들을 위한 자금 통합 이체 및 중앙 관리 혜택을 설명함. 내부 회계 문제를 해결하고자 하며, 는 네트워크 결제 서비스 가입을 통해 문제 해결을 제안함. 서류 작업을 위해 내일 오전 10시 만남을 제안함."
test_423,두 친구가 배고픈 상황에서 간식으로 땅콩버터와 잼 샌드위치를 만들기로 함.
test_424,의사의 지시로 간호사가 환자에게 혈액 검사를 실시함.
test_425,Sellers 씨가 세입자 Steven에게 정전 시 차단함 확인 및 퓨즈 교체를 안내함.
test_426,Paula가 친구에게 집주과의 문제 해결을 위해 도움을 요청함. 친구는 내일 저녁 7시 30분에 함께 만나기로 함.
test_427,"사무실에서 에어컨, 변기, 전기 배선, 외부 배수구 문제를 발견하고, Dan에게 수리 요청함."
test_428,두 친구가 함께 취업 기회를 찾기로 함.
test_429,두 동료가 사장님과의 업무 관계와 그의 강점에 대해 논의함.
test_430,직원이 Tang 씨에게 근무 상태와 외국어 능력을 질문함.
test_431,고객이 직원에게 순금 시계를 요청하고 가격 협상 후 구매하기로 함.
test_432,Tom이 Sara에게 급한 상황으로 딸을 병원에 데려가야 해서 아들 Ken을 잠시 맡아달라고 부탁함. Sara는 저녁을 함께 먹고 아들과 같이 놀아주겠다고 수락함.
test_433,Amy가 대학 졸업 후 총지배인 비서로 시작해 인사부장으로 승진했으나 급여 문제로 1년 후 영업부로 이직함.
test_434,"Tom이 누나인 Mary에게 체중 감량을 위한 조언을 구하자, Mary는 Andrew에게 운동과 균형 잡힌 식단의 중요성을 강조하며, 특히 패스트푸드와 늦은 밤 간식을 피하라고 조언함."
test_435,"브라운 컬리지의 입학 담당자가 Mary에게 대학 스포츠 관심 여부를 묻고, 그녀의 우수한 성적과 스포츠 경력을 고려하여 입학 가능성을 논의함."
test_436,손님이 택시기사에게 기차역까지 태워달라고 요청함. 택시기사는 교통이 복잡하다고 알리며 천천히 운전할 것을 약속함.
test_437,"Brian에게 영어 능력, 미국 체류 기간, 여행 경험에 대해 질문함."
test_438,환자가 새로운 건강 보험 가입을 위해 연례 건강검진을 받음. 의사는 기본 검사와 호흡 문제 관련 추가 검사를 계획함.
test_439,두 친구가 복권 당첨 상상을 나누며 현실로 돌아와 맥주를 마시기로 함.
test_440,Tom이 결혼에 대한 두려움을 표현하다 친구의 설득으로 마음을 다잡음.
test_441,"고객이 직원에게 명함 인쇄를 요청하고, 납기일 조정 및 추가 비용에 대해 논의함."
test_442,Tom과 Mary가 6시에 만나 8시 30분 출발하는 비행기로 여행을 떠나기로 함. Tom은 공항에서 전무님을 만나 정오에 회의를 시작할 계획임.
test_443,Paul이 추수감사절 저녁 초대에 감사하며 호박 파와인을 가져오기로 함.
test_444,"John이 Susan에게 사촌의 대학 방문을 도와달라고 요청함. 그들은 토요일 오전에 만나서 캠퍼스를 구경하고, 금요일 밤에 날씨에 따라 계획을 조정하기로 함."
test_445,Tom과 Ben이 저녁 수업 정보를 검토하며 인도 요리 강좌를 선택함.
test_446,친구들이 저녁 식사 장소를 논의하다 캐럿츠에서 내일 저녁 식사하기로 결정함.
test_447,"Gene이 토요일에 운전면허 시험을 보고, 합격하면 안전 기능이 좋은 2016년형 혼다 어코드를 구매할 계획임."
test_448,고객이 직원에게 갈색 케이스 펜을 구매하기로 결정함.
test_449,회사들이 마라톤을 통해 암 학회에 기금을 모금하고 지역 사회에서 이미지를 향상시킴.
test_450,행인이 여행자에게 피크 트램 가는 길을 자세히 안내함.
test_451,직원이 고객에게 백단향 부채를 판매함.
test_452,"회사에 영향을 미치는 요인들에 대해 질문하고, 가 외부 요인(정치적, 경제적, 사회적, 기술적)과 내부 요인(인적 자원, 팀워크, 혁신 정신, 부서 간 조정)을 설명함."
test_453,"주제 논의를 제안하고, 가 오후 2시 준비 회의를 제안함. 3시 참석을 알리고, 작업은 약 1년 소요 예상됨."
test_454,직원이 손님에게 자연 경관 하루 여행을 추천함.
test_455,"손님이 직원에게 비프버거, 프렌치프라이, 바나나 밀크셰이크를 주문함."
test_456,"두 친구가 등불 축제에서 화려한 등불과 공연을 즐기고, 큰 용 등불을 감상함."
test_457,"Tina에게 최종 면접 통과를 알리고, 저녁에 축하하러 가기로 함."
test_458,팀과 카렌이 즐거운 대화를 나누고 작별함.
test_459,"사무실 물품 구매 및 복사기 위치 안내, 부서 회의 내용을 설명함."
test_460,"호텔 직원이 손님에게 목욕탕 버튼 사용법을 설명하고, 직접 방에 가서 도와주기로 함. 또한 다른 스위치 사용법도 알려주기로 함."
test_461,손님이 서점 직원에게 베스트셀러 위치와 소설 추천을 요청함.
test_462,78세 이민자에게 읽기 가르치기를 부탁함. 동의하고 저녁 식사를 제안함.
test_463,고객이 직원에게 티켓 구매를 완료함.
test_464,Tom과 Mary가 저녁으로 매운 치킨 커리를 함께 만들기로 함.
test_465,직원이 두 종류의 전화기 사용법을 설명함.
test_467,"중고 컴퓨터 구매를 고려 중, 가 중고 구매 시 주의 필요성 언급함."
test_468,Tom과 Mary가 중국 식당에서의 음식 문화와 남은 음식 처리에 대해 대화함.
test_469,"중국의 길거리 시장에서 바가지를 쓴 경험공유함. 흥정의 중요성을 강조하며, 물건의 진짜 가치를 미리 알아보는 것이 필요하다고 조언함."
test_470,"대화에서영어 능력과 교육에 대해 질문함. 영어 말하기와 쓰기에 능숙하며, 중학교 때부터 공부하고 대학에서 전공했다고 답함. 또한 프랑스어와 일본어도 조금 할 줄 안다고 언급함."
test_471,"고객이 직원에게 새 당좌예금과 저축예금 계좌 개설을 요청함. 직원은 서류 검토 후 계좌 개설을 진행하고, 오버드래프트 및 수수료에 대해 설명함."
test_472,고객이 직원에게 특별 할인 쿠폰 사용 방법을 문의하고 구매를 결정함.
test_473,Mrs. Robinson이 Steve에게 Johnny 돌봐주고 부엌 청소한 것에 대해 감사함.
test_474,고객이 기차표를 잃어버려 직원에게 대체 표를 요청함. 고객은 소프트 슬리퍼 티켓을 구매하기로 결정함.
test_475,"미국 여행 경험을 묻자, 가 '웰빙 인 더 에어' 프로그램 추천함. 이 프로그램으로 시차 적응에 성공했다고 말함. 프로그램의 구체적인 내용과 효과를 묻고, 는 식단과 간단한 운동을 언급함."
test_476,Tom이 Mary에게 아버지 회사에서 여름 일자리 기회를 제안함.
test_477,해리가 위험한 교통사고를 겪었다고 이야기함.
test_478,"'비즈니스 월드' 진행자가 자전거 가게를 설립한 Steven Kayne 씨를 인터뷰함. Kayne 씨는 경주용 자전거를 좋아해 사업을 시작했고, 자신의 시간을 자유롭게 관리할 수 있어 만족한다고 밝힘."
test_479,두 사람이 중년의 정의와 나이에 대해 논쟁함.
test_480,손님이 디저트와 차를 주문함.
test_481,"두 친구가 여행 계획을 세우며 침대, 스테레오, 책상 배치를 결정함."
test_482,도서관 직원이 Mr. Murray에게 도서관 카드 발급 절차를 안내함.
test_483,두 동료가 근무 환경과 업무에 대해 이야기함.
test_484,Nick이 Alice에게 세탁 방법을 물어보고 도움 받음.
test_485,"두 친구가 바쁜 일상을 나누고, 나중에 통화하기로 약속함."
test_486,상사가 Katie에게 평가서 내용을 논의함. 시간 엄수와 업무 개선에 대해 언급함.
test_487,"두 사람이 다음 주 할아버지의 생신을 맞아 깜짝 파티를 계획함. 집에서 재즈 음악과 함께 피자, 샐러드, 생일 케이크로 파티를 열고, 선물로는 책을 준비하기로 함. 파티는 토요일에 열기로 결정함."
